sample,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26
Armenia_LBA_EIA:I18469,0.111547,0.126941,-0.027907,-0.010336,-0.028313,0.005856999999999999,0.013631,-0.006,-0.041109,-0.026242,-0.001949,-0.001349,-0.008028,-0.010046,0.005565,-1.33e-4,-0.003129,0.002534,7.54e-4,0.004377,0.008235,-0.002473,-0.0038209999999999997,-0.005060999999999999,-4.79e-4
Armenia_LBA_EIA:I18470,0.10927,0.129988,-0.034695,-0.022287,-0.033852,-0.003626,0.005405,-0.005537999999999999,-0.051131,-0.021868,-4.8699999999999997e-4,0.0029969999999999997,-0.0062439999999999996,-0.009771,0.011265,0.002519,0.0066500000000000005,0.008487999999999999,0.0040219999999999995,-0.001501,-0.0013729999999999999,0.001237,0.001602,0.002169,0.006826
Armenia_LBA_EIA:I18472,0.108132,0.122879,-0.031678,-0.028101,-0.032006,0.00502,0.006345,-0.010615,-0.033132999999999996,-0.018224,9.739999999999999e-4,0.005395,-0.001041,-0.008532999999999999,0.010179,-0.003182,0.00352,-0.001774,-0.002388,0.002626,0.004742,0.0021019999999999997,0.007025,-9.64e-4,0.004431
Armenia_LBA_EIA:I18478,0.106994,0.12592599999999998,-0.039221,0.008074999999999999,-0.046161999999999995,0.001116,0.003055,-0.011307,-0.048677,-0.025878,8.12e-4,0.006444,-0.009068,-0.014038,0.012486,0.013789,0.014994,-0.0036739999999999997,-0.005154,0.006003,-0.006987999999999999,0.003462,-2.4599999999999996e-4,-0.008555,0.004190999999999999
Armenia_LBA_EIA:I18481,0.106994,0.123895,-0.032055,-0.015181,-0.032006,0.002789,-9.4e-4,-0.007845999999999999,-0.048677,-0.024237,-0.001949,0.001049,-0.011298,-1.38e-4,0.017372,-0.008353,-0.015646,0.0040539999999999994,-0.002263,-0.004502,0.001996,-0.0029679999999999997,-0.0038209999999999997,0.00241,0.0029939999999999997
Armenia_LBA_EIA:I18486,0.113823,0.128972,-0.040729,-0.014535,-0.030775,-0.001952,-2.35e-4,-0.008307,-0.048268,-0.023144,0.002598,0.004046,-0.006392,-0.006331,0.005836,0.001591,-9.13e-4,-0.001647,-7.54e-4,0.002626,0.003369,-7.419999999999999e-4,0.003944,-0.00723,-0.010179
Armenia_LBA_EIA:I18487,0.113823,0.121864,-0.041106,-0.016796,-0.033852,0.0013939999999999998,0.008695,-0.002538,-0.037223,-0.017130000000000006,6.500000000000001e-4,0.013788,-0.012339,0.0012389999999999999,0.012351000000000001,-0.008221,-0.002738,-0.009502,6.28e-4,6.25e-4,0.003993,0.004203999999999999,-0.003081,-9.64e-4,0.0017959999999999999
Armenia_LBA_EIA:I19321,0.108132,0.119832,-0.032809,-0.001292,-0.041238,0.006972,0.0047,-0.003,-0.050722,-0.024784,4.8699999999999997e-4,0.006444,-0.007284,-0.004679,0.0050219999999999996,0.002784,0.003912,0.0040539999999999994,7.54e-4,0.008003999999999999,0.0013729999999999999,0.004327999999999999,0.0034509999999999996,-0.003253,-0.002155
Armenia_LBA_EIA:I19323,0.112685,0.113739,-0.034695,-6.46e-4,-0.036007,2.79e-4,0.00564,-0.008538,-0.040905,-0.016219,0.002273,0.005545,-0.009217,-0.009634,0.008414999999999999,0.013259,0.017341,-0.002534,0.006661999999999999,0.01038,-0.0044919999999999995,-0.0035859999999999998,-7.39e-4,0.006144999999999999,-1.2000000000000002e-4
Armenia_LBA_EIA:I19324,0.10927,0.126941,-0.031300999999999995,-0.005814,-0.033852,0.006972,0.00517,-0.003,-0.045200000000000004,-0.029522,0.001137,0.005844999999999999,-0.018434,-0.007568999999999999,0.014794,-0.002387,6.52e-4,0.0022800000000000003,0.0026400000000000004,-0.003502,0.013851,0.005317,0.003574,-0.0039759999999999995,-0.003712
Armenia_LBA_EIA:I19325,0.103579,0.126941,-0.033564,-0.018734,-0.035082999999999996,-0.0013939999999999998,0.012926,-4.619999999999999e-4,-0.052563,-0.020228,-0.0017859999999999998,0.006144999999999999,-0.008473999999999999,-0.003578,0.008957999999999999,0.005170999999999999,0.020731,0.0020269999999999997,-0.009679,0.005627999999999999,-0.005116,0.00136,0.008258,0.006748,-0.0029939999999999997
Armenia_LBA_EIA:I19326,0.108132,0.126941,-0.035826,-0.008398,-0.030159,0.003626,0.003055,-0.008076999999999999,-0.042745,-0.028064,-0.005684,-0.002098,-0.005797999999999999,-0.012386,0.015608,-0.006364,-0.00339,-0.009755,2.51e-4,-0.004627,0.001248,0.004327999999999999,-0.001356,-0.001325,-0.001437
