sample,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26
Sigtuna_VA:grt035,0.130897,0.138112,0.068636,0.04845,0.037545,0.020917,0.00376,0.000692,0.010635,-0.000729,-0.009581,0.000599,-0.012636,-0.012661,0.021172,0.001856,-0.00013,0.007221,-0.007165,0.00075,0.002246,0.004822,0.001356,0.005061,0.004191
Sigtuna_VA:grt036,0.126344,0.129988,0.067882,0.056202,0.042469,0.019243,0.006815,0.016615,0.010431,-0.009294,-0.00341,-0.005695,0.000743,-0.00055,0.000814,0.001326,0.001434,0.004054,0.007039,0.006253,-0.008859,0.004328,0.002835,0.001807,0.002754
Sigtuna_VA:gtm021,0.1161,0.120848,0.076178,0.0646,0.043085,0.024821,0.011751,0.012692,-0.002045,-0.012028,-0.001461,-0.003747,0.007879,-0.001376,0.013572,0.003182,-0.016168,0.009248,-0.003268,0.003252,0.004118,0.006677,0.002218,0.005784,0.002395
Sigtuna_VA:kal009,0.119514,0.132019,0.09428,0.102068,0.053856,0.027889,0.002115,0.024922,0.00409,-0.054124,-0.001949,-0.028625,0.042368,0.035369,-0.028501,-0.017369,-0.004303,-0.008235,0.006411,0.009254,0.000998,-0.010387,-0.001356,-0.034583,-0.001796
Sigtuna_VA:kls001,0.124067,0.125926,0.067505,0.060078,0.042777,0.021753,0.00423,0.013384,0.006545,-0.007107,0.003735,0.003747,-0.002825,-0.007707,0.019001,-0.000133,-0.001565,-0.002914,-0.002388,0.009755,0.00287,0.008656,-0.00419,0.003133,0.004071
Sigtuna_VA:nuf001,0.132035,0.123895,0.076933,0.067184,0.044008,0.019801,0.000235,0.004615,0.000614,-0.003462,-0.006333,0.004046,-0.00223,-0.006744,0.019544,0.016574,0.008214,0.003927,-0.001257,0.001,0.006489,-0.000495,-0.000493,0.013616,-0.000479
Sigtuna_VA:nuf005,0.122929,0.11577,0.073916,0.06783,0.044316,0.029284,0.00752,0.013384,0.0045,-0.01549,-0.000325,-0.002248,0.004906,0.009083,0.011401,-0.007955,-0.017732,0.004307,0.005656,0.004127,0.000998,0.006554,0.008134,0.005302,0.005029
Sigtuna_VA:stg018,0.126344,0.12491,0.068259,0.062016,0.038776,0.021475,0.012456,0.007384,0,-0.01057,-0.002273,0.006444,-0.005649,-0.005092,0.016694,0.004773,-0.003781,0.004814,0.005154,-0.001626,0.008859,0.000742,0.003944,0.010724,0.004191
Sigtuna_VA:stg020,0.124067,0.107646,0.078441,0.098515,0.020004,0.029005,0.00423,0.004846,-0.003068,-0.027153,0.013641,-0.002997,0.013082,0.012524,-0.001221,0.027976,0.008866,-0.004307,0.004525,0.001,0.004866,-0.00136,0.00912,0.008073,-0.013651
Sigtuna_VA:stg026,0.120652,0.123895,0.078064,0.066538,0.047086,0.025379,0.011751,0.008077,-0.001432,-0.008565,0.00341,0.004646,-0.002676,-0.001514,0.007465,0.012198,0.000391,0.002027,0.003897,0.004627,0.004742,0.001731,0.00037,0.008676,-0.000838
